species,circRNA name,Position,Function,Gene,Gene Description,PMID
Mus musculus,mmu_circRNA_017370,-,Poststroke pathophysiology [differential expression (3 time points of reperfusion after transient middle cerebral artery occlusion compared with sham)],Morc3,microrchidia 3,28701578
Mus musculus,mmu_circRNA_017518,chr4:129715575-129715677,Nonalcoholic steatohepatitis [differential expression (nonalcoholic steatohepatitis vs.control group)],Khdrbs1,"KH domain containing, RNA binding, signal transduction associated 1",27677588
Mus musculus,mmu_circRNA_017649,chr1:89627760-89634294,Nonalcoholic steatohepatitis [differential expression (nonalcoholic steatohepatitis vs.control group)],Agap1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",27677588
Mus musculus,mmu_circRNA_017811,chr14:50807499-50807604,Nonalcoholic steatohepatitis [differential expression (nonalcoholic steatohepatitis vs.control group)],Rpph1,ribonuclease P RNA component H1,27677588
Mus musculus,mmu_circRNA_017841,-,Myocardial fibrosis [differential expression (diabetic mouse myocardium vs. control)],-,-,28412345
Mus musculus,mmu_circRNA_017949,-,Myocardial fibrosis [differential expression (diabetic mouse myocardium vs. control)],-,-,28412345
Mus musculus,mmu_circRNA_018032,chr17:39844601-39844723,Nonalcoholic steatohepatitis [differential expression (nonalcoholic steatohepatitis vs.control group)],Rn45s,45S pre-ribosomal RNA,27677588
Mus musculus,mmu_circRNA_018314,chr15:6435458-6435530,Nonalcoholic steatohepatitis [differential expression (nonalcoholic steatohepatitis vs.control group)],Dab2,"disabled 2, mitogen-responsive phosphoprotein",27677588
Mus musculus,mmu_circRNA_018371,chr5:36922967-36940261,Nonalcoholic steatohepatitis [differential expression (nonalcoholic steatohepatitis vs.control group)],Ppp2r2c,"protein phosphatase 2, regulatory subunit B, gamma",27677588
Mus musculus,mmu_circRNA_018450,chr8:127370247-127389498,Nonalcoholic steatohepatitis [differential expression (nonalcoholic steatohepatitis vs.control group)],Pard3,par-3 family cell polarity regulator,27677588
Mus musculus,mmu_circRNA_018725,chr9:55838119-55859918,Nonalcoholic steatohepatitis [differential expression (nonalcoholic steatohepatitis vs.control group)],Scaper,S phase cyclin A-associated protein in the ER,27677588
Mus musculus,mmu_circRNA_40001,-,Pathological development of brain injury after stroke [differential expression (ischemic brain vs. sham group)],-,-,29156814
Mus musculus,mmu_circRNA_40806,-,Pathological development of brain injury after stroke [differential expression (ischemic brain vs. sham group)],-,-,29156814
Mus musculus,mmu_circs_new_00000068,chr12:38826950-38900430,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Dgkb,"diacylglycerol kinase, beta",27958329
Mus musculus,mmu_circs_new_00000149,chr1:169008667-169018750,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Fam78b,"family with sequence similarity 78, member B",27958329
Mus musculus,mmu_circs_new_00000252,chr10:5126036-5131349,Brain development [differential expression (young vs. aged cortex of mouse brain)],Syne1,"spectrin repeat containing, nuclear envelope 1",27958329
Mus musculus,mmu_circs_new_00000356,chr14:35490139-35508291,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Wapl,WAPL cohesin release factor,27958329
Mus musculus,mmu_circs_new_00000384,chr5:137965189-137965336,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Gigyf1,GRB10 interacting GYF protein 1,27958329
Mus musculus,mmu_circs_new_00000401,chr12:13439702-13448752,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Nbas,neuroblastoma amplified sequence,27958329
Mus musculus,mmu_circs_new_00000514,chr4:119275013-119282696,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Foxj3,forkhead box J3,27958329
Mus musculus,mmu_circs_new_00000634,chr1:130087214-130090333,Brain development [differential expression (young vs. aged cortex of mouse brain)],R3hdm1,R3H domain containing 1,27958329
Mus musculus,mmu_circs_new_00000638,chr11:22896038-22896314,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],-,-,27958329
Mus musculus,mmu_circs_new_00000679,chrX:9491028-9520307,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Sytl5,synaptotagmin-like 5,27958329
Mus musculus,mmu_circs_new_00000680,chr10:107667492-107680186,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Ppp1r12a,"protein phosphatase 1, regulatory (inhibitor) subunit 12A",27958329
Mus musculus,mmu_circs_new_00000739,chr9:79935236-79940219,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Senp6,SUMO/sentrin specific peptidase 6,27958329
Mus musculus,mmu_circs_new_00000751,chr8:9676479-9676611,Brain development [differential expression (young vs. aged cortex of mouse brain)],-,-,27958329
Mus musculus,mmu_circs_new_00000766,chr2:91405777-91410429,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Ckap5,cytoskeleton associated protein 5,27958329
Mus musculus,mmu_circs_new_00000851,chr2:58479491-58487312,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],-,-,27958329
Mus musculus,mmu_circs_new_00000863,chr4:132228810-132236808,Brain development [differential expression (young vs. aged cortex of mouse brain)],Eya3,EYA transcriptional coactivator and phosphatase 3,27958329
Mus musculus,mmu_circs_new_00000985,chr1:165813513-165830571,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Kifap3,kinesin-associated protein 3,27958329
Mus musculus,mmu_circs_new_00001024,chr6:58818635-58844618,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Herc3,hect domain and RLD 3,27958329
Mus musculus,mmu_circs_new_00001026,chr13:94632041-94632285,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Arsb,arylsulfatase B,27958329
Mus musculus,mmu_circs_new_00001049,chr9:96174257-96191046,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Tfdp2,transcription factor Dp 2,27958329
Mus musculus,mmu_circs_new_00001093,chr5:148331080-148338806,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Pan3,PAN3 poly(A) specific ribonuclease subunit,27958329
Mus musculus,mmu_circs_new_00001104,chr9:32054031-32058372,Brain development [differential expression (young vs. aged cortex of mouse brain)],Arhgap32,Rho GTPase activating protein 32,27958329
Mus musculus,mmu_circs_new_00001173,chrX:17838648-17841836,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Kdm6a,lysine (K)-specific demethylase 6A,27958329
Mus musculus,mmu_circs_new_00001179,chr6:5093227-5093489,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],-,-,27958329
Mus musculus,mmu_circs_new_00001357,chr2:156350616-156351024,Brain development [differential expression (young vs. aged cortex of mouse brain)],Epb41l1,erythrocyte membrane protein band 4.1 like 1,27958329
Mus musculus,mmu_circ_0000029,chr1:38164412-38165312,Brain development [differential expression (young vs. aged cortex of mouse brain)],Rev1,"REV1, DNA directed polymerase",27958329
Mus musculus,mmu_circ_0000047,chr1:66518549-66537705,Brain development [differential expression (young vs. aged cortex of mouse brain)],Unc80,"unc-80, NALCN activator",27958329
Mus musculus,mmu_circ_0000064,chr1:94044832-94045071,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Hdac4,histone deacetylase 4,27958329
Mus musculus,mmu_circ_0000079,chr1:135649665-135650326,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Atp2b4,"ATPase, Ca++ transporting, plasma membrane 4",27958329
Mus musculus,mmu_circ_0000117,chr1:180253264-180255444,Brain development [differential expression (young vs. aged cortex of mouse brain)],-,-,27958329
Mus musculus,mmu_circ_0000129,chr1:187210124-187221146,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Eprs,glutamyl-prolyl-tRNA synthetase,27958329
Mus musculus,mmu_circ_0000148,chr10:17809253-17816142,Brain development [differential expression (young vs. aged cortex of mouse brain)],Reps1,RalBP1 associated Eps domain containing protein,27958329
Mus musculus,mmu_circ_0000153,chr10:24940416-25009536,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Akap7,A kinase (PRKA) anchor protein 7,27958329
Mus musculus,mmu_circ_0000161,chr10:40186443-40189761,Brain development [differential expression (young vs. aged cortex of mouse brain)],Cdk19,cyclin-dependent kinase 19,27958329
Mus musculus,mmu_circ_0000187,chr10:80266327-80266633,Brain development [differential expression (young vs. aged cortex of mouse brain)],Sf3a2,"splicing factor 3a, subunit 2",27958329
Mus musculus,mmu_circ_0000207,chr10:92684331-92701788,"Brain development [differential expression (young vs. aged cortex of mouse brain), differential expression (young vs. aged hippocampus of mouse brain)]",Cdk17,cyclin-dependent kinase 17,27958329
Mus musculus,mmu_circ_0000228,chr11:5229881-5238766,"Brain development [differential expression (young vs. aged cortex of mouse brain), differential expression (young vs. aged hippocampus of mouse brain)]",Znrf3,zinc and ring finger 3,27958329
Mus musculus,mmu_circ_0000254,chr11:43518035-43518979,miR-223 sponge; mm9-circ-012559 protects the heart from pathological hypertrophy and heart failure by targeting miR-223.,HRCR,-,26802132
Mus musculus,mmu_circ_0000277,chr11:69463229-69465225,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Fxr2,"fragile X mental retardation, autosomal homolog 2",27958329
Mus musculus,mmu_circ_0000329,chr11:104217997-104240140,Brain development [differential expression (young vs. aged cortex of mouse brain)],Kansl1,KAT8 regulatory NSL complex subunit 1,27958329
Mus musculus,mmu_circ_0000334,chr11:108525809-108619133,Brain development [differential expression (young vs. aged cortex of mouse brain)],Cep112,centrosomal protein 112,27958329
Mus musculus,mmu_circ_0000345,chr12:3237284-3238112,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Rab10os,"RAB10, member RAS oncogene family, opposite strand",27958329
Mus musculus,mmu_circ_0000379,chr12:54240367-54243755,Brain development [differential expression (young vs. aged cortex of mouse brain)],Akap6,A kinase (PRKA) anchor protein 6,27958329
Mus musculus,mmu_circ_0000432,chr13:17830750-17864791,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Cdk13,cyclin-dependent kinase 13,27958329
Mus musculus,mmu_circ_0000436,chr13:18902300-18906162,Brain development [differential expression (young vs. aged cortex of mouse brain)],Vps41,VPS41 HOPS complex subunit,27958329
Mus musculus,mmu_circ_0000468,chr13:58960529-58962916,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Ntrk2,"neurotrophic tyrosine kinase, receptor, type 2",27958329
Mus musculus,mmu_circ_0000474,chr13:64344941-64349807,Brain development [differential expression (young vs. aged cortex of mouse brain)],Cdc14b,CDC14 cell division cycle 14B,27958329
Mus musculus,mmu_circ_0000495,chr13:104674222-104679365,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Erbin,Erbb2 interacting protein,27958329
Mus musculus,mmu_circ_0000500,chr13:120218966-120229678,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],-,-,27958329
Mus musculus,mmu_circ_0000541,chr14:57367671-57390843,Brain development [differential expression (young vs. aged cortex of mouse brain)],Pspc1,paraspeckle protein 1,27958329
Mus musculus,mmu_circ_0000549,chr14:65444437-65447505,Brain development [differential expression (young vs. aged cortex of mouse brain)],Hmbox1,homeobox containing 1,27958329
Mus musculus,mmu_circ_0000551,chr14:71077885-71082657,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Xpo7,exportin 7,27958329
Mus musculus,mmu_circ_0000552,chr14:72963290-72984651,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Fndc3a,fibronectin type III domain containing 3A,27958329
Mus musculus,mmu_circ_0000595,chr15:39398488-39448056,Brain development [differential expression (young vs. aged cortex of mouse brain)],Rims2,regulating synaptic membrane exocytosis 2,27958329
Mus musculus,mmu_circ_0000598,chr15:44220014-44252419,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Nudcd1,NudC domain containing 1,27958329
Mus musculus,mmu_circ_0000663,chr16:13697425-13699168,Brain development [differential expression (young vs. aged cortex of mouse brain)],Bfar,bifunctional apoptosis regulator,27958329
Mus musculus,mmu_circ_0000670,chr16:17367496-17389550,Brain development [differential expression (young vs. aged cortex of mouse brain)],Pi4ka,phosphatidylinositol 4-kinase alpha,27958329
Mus musculus,mmu_circ_0000688,chr16:43569793-43577861,"Brain development [differential expression (young vs. aged cortex of mouse brain), differential expression (young vs. aged hippocampus of mouse brain)]",Zbtb20,zinc finger and BTB domain containing 20,27958329
Mus musculus,mmu_circ_0000736,chr17:26876487-26900393,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Cped1,cadherin-like and PC-esterase domain containing 1,27958329
Mus musculus,mmu_circ_0000829,chr17:86497851-86520086,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],-,-,27958329
Mus musculus,mmu_circ_0000853,chr18:23633616-23728276,Brain development [differential expression (young vs. aged cortex of mouse brain)],Dtna,dystrobrevin alpha,27958329
Mus musculus,mmu_circ_0000857,chr18:25498214-25503463,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],AW554918,expressed sequence AW554918,27958329
Mus musculus,mmu_circ_0000858,chr18:31986915-31995135,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Wdr33,WD repeat domain 33,27958329
Mus musculus,mmu_circ_0000870,chr18:45751659-45752078,Brain development [differential expression (young vs. aged hippocampus of mouse brain)],Kcnn2,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2",27958329
