Species,circRNA name,circAltas ID,Uniform ID,Strand,Host gene,Disease_Name,Expression Pattern,PMID,miRNA
human,hsa_circ_0032253,hsa-GPHN_0005,"circGPHN(9,10).1",+,GPHN,Alzheimer's disease,Upregulated,32315771,unknown
human,circRNA9771,hsa-SMOC1_0005,"circSMOC1(4,5,11).1",+,SMOC1,Esophageal cancer,Downregulated,29218114,unknown
human,hsa_circ_0032434,unknown,unknown,+,PCNX,Cervical cancer,Upregulated,33444453,unknown
human,hsa_circ_0102537,hsa-SIPA1L1_0031,circSIPA1L1(I002).10,+,unknown,Lung cancer,Downregulated,33376346,unknown
human,circRNA6783,hsa-SIPA1L1_0033,circSIPA1L1(I002).12,+,SIPA1L1,Herpes Simplex Virus1 Infection,unknown,29218114,unknown
human,hsa_circ_0001979,hsa-SIPA1L1_0001,circSIPA1L1(S5).1,+,SIPA1L1,Osteoarthritis,Downregulated,31190410,unknown
human,hsa_circ_0032462,hsa-SIPA1L1_0004,"circSIPA1L1(L6,7).1",+,SIPA1L1,Osteosarcoma,Upregulated,30153287,unknown
human,hsa_circ_0032463,hsa-SIPA1L1_0017,circSIPA1L1(L8).3,+,SIPA1L1,Osteosarcoma,Upregulated,33786605,unknown
human,circDPF3,hsa-DPF3_0004,"circDPF3(4,5,6).1",unknown,DPF3,Prostate cancer,Upregulated,30416748,unknown
human,hsa_circ_0008521,hsa-PSEN1_0011,"circPSEN1(2,L3).1",+,PSEN1,Proliferative diabetic retinopathy,Upregulated,31749049,unknown
human,hsa_circ_0007013,unknown,unknown,+,PSEN1,Laryngeal cancer,Downregulated,30128795,unknown
human,hsa_circ_0000554,unknown,unknown,+,LIN52,Esophageal cancer,Upregulated,27465405,unknown
human,hsa_circ_0032603,unknown,unknown,-,LTBP2,Parathyroid adenoma,Downregulated,30598042,unknown
human,hsa_circRNA_555,hsa-YLPM1_0031,circYLPM1(L6).2,+,YLPM1,Breast cancer,unknown,26472973,unknown
human,hsa_circ_0032627,hsa-DLST_0008,"circDLST(4,5).1",+,DLST,Gastric cancer,Upregulated,30953514,unknown
human,hsa_circ_0032683,hsa-NEK9_0039,circNEK9(2).1,-,NEK9,Gastric cancer,Upregulated,33449227,unknown
human,hsa_circ_0032683,hsa-NEK9_0039,circNEK9(2).1,-,NEK9,Rheumatoid arthritis,Upregulated,28983619,"E-cadherin,N-cadherin,Vimentin,Slug"
human,hsa_circ_0032704,hsa-TTLL5_0001,"circTTLL5(8,9,10,11,12).1",+,TTLL5,Hepatocellular carcinoma,Upregulated,31293639,unknown
human,hsa_circ_0005267,hsa-GPATCH2L_0001,"circGPATCH2L(3,4,5,6,7,8).1",+,GPATCH2L,Primary great saphenous vein varicosities,Downregulated,29577902,unknown
human,hsa_circ_0032821,hsa-CEP128_0001,"circCEP128(17,18,19).1",-,CEP128,Gastric cancer,Downregulated,28737829,unknown
human,hsa_circ_0102722,hsa-CEP128_0032,"circCEP128(11,13,19).1",-,CEP128,Bladder cancer,Upregulated,30134837,unknown
human,hsa_circ_0102722,hsa-CEP128_0032,"circCEP128(11,13,19).1",-,CEP128,Glioblastoma,Upregulated,31599823,unknown
human,hsa_circ_0032833,hsa-STON2_0004,"circSTON2(2,4).1",-,STON2,Colorectal cancer,Upregulated,33177876,unknown
human,hsa_circ_0032832,hsa-STON2_0002,circSTON2(4).1,-,STON2,Esophageal cancer,Downregulated,27465405,unknown
human,hsa_circ_07204,hsa-EML5_0123,"circEML5(3,4,5,6,7,8).1",-,EML5,Glioblastoma,Unclear,26873924,unknown
human,hsa_circ_0032891,hsa-EFCAB11_0004,"circEFCAB11(4,5).1",-,EFCAB11,Multiple system atrophy,Upregulated,27470294,99microRNAs
human,hsa_circ_0102888,hsa-PPP4R3A_0014,"circPPP4R3A(6,7,8,9,10,11).1",-,PP4R3A,Acute myeloid leukemia,Upregulated,30395908,unknown
human,hsa_circ_0032970,unknown,unknown,-,TC2N,Coronary artery disease,Upregulated,28947970,unknown
human,hsa_circ_0000563,hsa-BTBD7_0001,"circBTBD7(2,3).1",-,BTBD7,Age-related cataract,Downregulated,29959922,unknown
human,hsa_circ_000595,hsa-BTBD7_0052,"circBTBD7(2,L3).3",unknown,unknown,Apoptosis of aortic smooth muscle cells,unknown,26324352,unknown
human,circ_UNC79,hsa-UNC79_0004,"circUNC79(2,3,4,5).1",+,UNC79,Glioblastoma,Unclear,26873924,unknown
human,hsa_circ_0102958,hsa-UNC79_0026,"circUNC79(S3,4,5,6,7,8,9,10,11).1",+,UNC79,Ovarian cancer,Upregulated,32547237,unknown
human,hsa_circ_00026,hsa-UNC79_0019,"circUNC79(6,7).1",+,UNC79,Glioblastoma,unknown,26873924,unknown
human,hsa_circ_0033074,unknown,unknown,+,SERPINA3,Nasopharyngeal carcinoma,Upregulated,32328195,unknown
human,hsa_circ_0033079,unknown,unknown,-,DICER1,Glioblastoma,Upregulated,30621721,unknown
human,hsa_circ_0103021,hsa-PAPOLA_0018,circPAPOLA(L19).1,+,PAPOLA,Breast cancer,Upregulated,30979827,unknown
human,hsa_circ_0141206,hsa-VRK1_0005,"circVRK1(4,5,6,7,8S,9,10,11).1",+,VRK1,Breast cancer,Downregulated,31970831,unknown
human,circBCL11B,hsa-BCL11B_0001,circBCL11B(2).1,-,BCL11B,Breast cancer,Downregulated,29221160,unknown
human,hsa_circ_0033144,hsa-BCL11B_0001,circBCL11B(2).1,-,BCL11B,Intracranial aneurysm,Upregulated,31254341,"hsa-miR-588, hsa-miR-193a-3p, hsa-miR-361-3p"
human,hsa_circ_0000567,hsa-SETD3_0001,"circSETD3(2,3,L4,5S,6).1",-,SETD3,Colorectal cancer,Downregulated,29333615,"hsa-miR-1264,hsa-miR-490-3p,hsa-miR-619-3p,hsa-miR-23a-3p,hsa-miR-23b-3p"
human,hsa_circ_0000567,hsa-SETD3_0001,"circSETD3(2,3,L4,5S,6).1",-,SETD3,Gastric cancer,Upregulated,31189743,unknown
human,hsa_circ_0000567,hsa-SETD3_0001,"circSETD3(2,3,L4,5S,6).1",-,SETD3,Hepatocellular carcinoma,Downregulated,30795787,unknown
human,hsa_circ_0000567,hsa-SETD3_0001,"circSETD3(2,3,L4,5S,6).1",-,SETD3,Nasopharyngeal carcinoma,Upregulated&nbsp;,33122825,unknown
human,hsa_circ_0000567,hsa-SETD3_0001,"circSETD3(2,3,L4,5S,6).1",-,SETD3,Non-small cell lung cancer,Upregulated,32328186,unknown
human,hsa_circ_0000567,hsa-SETD3_0001,"circSETD3(2,3,L4,5S,6).1",-,SETD3,Ovarian cancer,Downregulated,31026505,unknown
human,hsa_circRNA_405324,unknown,unknown,+,STARD9,Moyamoya disease,Downregulated,31132337,unknown
human,hsa_circ_0103232,hsa-OCA2_0014,"circOCA2(8,9,10,11,12,13,14,15,16,17,18).1",-,OCA2,Uveal melanoma,Upregulated,30700934,hsa-miR-214-3p hsa-miR-143-5p hsa-miR-34a-3p
human,hsa_circ_0006147,hsa-HERC2_0037,"circHERC2(25L,26).1",-,HERC2,Breast cancer,unknown,28933584,unknown
human,hsa_circ_0034398,hsa-C15orf41_0003,"circCDIN1(2,3,4,5).1",+,C15orf41,Systemic lupus erythematosus,Upregulated,29360436,"hsa-miR-136-5p, hsa-miR-665, hsa-miR-486-3p, hsa-miR-601, hsa-miR-30b-3p"
human,hsa_circ_0034472,hsa-THBS1_0059,circTHBS1(8).1,+,THBS1,Pterygium,Downregulated,29949792,unknown
human,hsa_circ_0034537,unknown,unknown,+,THBS1,Gastric cancer,Upregulated,31182928,unknown
human,hsa_circ_0103398,unknown,unknown,-,THBS1,Gastric cancer,Upregulated,31672718,unknown
human,hsa_circ_0034642,unknown,unknown,+,VPS18,Glioblastoma,Upregulated,29920451,unknown
human,hsa_circ_0000592,hsa-MGA_0008,"circMGA(3,4,5).1",+,MGA,Gastric cancer,Upregulated,31189743,"miR-139-3p, miR-200, miR-367-3p, miR-33a-3p"
human,hsa_circ_0034762,hsa-MAPKBP1_0003,"circMAPKBP1(L6,7,8).1",+,MAPKBP1,Ovarian endometriosis,Downregulated,29490568,unknown
human,hsa_circ_0034803,hsa-TMEM87A_0016,"circTMEM87A(3,4,5,6).1",-,TMEM87A,Gastric cancer,Upregulated,33155080,unknown
human,hsa_circ_0003838,hsa-TTBK2_0007,"circTTBK2(7,8,9,10).1",-,TTBK2,Breast cancer,Downregulated,28803498,unknown
human,hsa_circ_0000594,hsa-TTBK2_0003,"circTTBK2(3,4,5,6).1",-,TTBK2,Glioblastoma,Upregulated,27484176,unknown
human,hsa_circ_0000594,hsa-TTBK2_0003,"circTTBK2(3,4,5,6).1",-,TTBK2,Hepatoblastoma,Upregulated,31646606,unknown
human,hsa_circ_0034912,unknown,unknown,-,UBR1,Cervical cancer,Upregulated,29156822,unknown
human,hsa_circ_0103552,hsa-UBR1_0022,"circUBR1(26,27,28,L29).1",-,UBR1,Breast cancer,Upregulated,31056795,unknown
human,hsa_circ_0103552,hsa-UBR1_0022,"circUBR1(26,27,28,L29).1",-,UBR1,Thyroid carcinoma,Upregulated,32196608,unknown
human,hsa_circ_0000596,hsa-CASC4_0009,"circGOLM2(4,5,6).1",+,CASC4,Oral mucosal melanoma,Upregulated,30323971,unknown
human,hsa_circ_0000598,unknown,unknown,+,B2M,Colorectal cancer,Upregulated,32005118,unknown
human,hsa_circ_0035197,hsa-ATP8B4_0001,"circATP8B4(4,5,6).1",-,ATP8B4,Rheumatoid arthritis,Upregulated,31772684,unknown
human,hsa_circ_0103771,hsa-TRPM7_0007,"circTRPM7(26,27,28).1",-,TRPM7,Coronary heart disease,Downregulated,32043895,unknown
human,hsa_circ_0035266,hsa-AP4E1_0018,"circAP4E1(2,13).1",+,AP4E1,Inflammation,Upregulated&nbsp;,33107911,unknown
human,hsa_circ_0103809,hsa-AP4E1_0034,"circAP4E1(13,14).1",+,AP4E1,Bladder cancer,Upregulated,32922071,unknown
human,hsa_circ_103809,hsa-AP4E1_0034,"circAP4E1(13,14).1",+,AP4E1,Gastric cancer,Upregulated,32572921,unknown
human,hsa_circ_0103809,hsa-AP4E1_0034,"circAP4E1(13,14).1",+,AP4E1,Hepatocellular carcinoma,Upregulated,30018710,unknown
human,hsa_circ_0103896,hsa-UNC13C_0040,circUNC13C(2).1,+,UNC13C,Pancreatic cancer,Downregulated,31605569,unknown
human,hsa_circ_0035381,hsa-PIGB_0002,"circPIGB(L7,8,9).1",+,PIGB,Acute myeloid leukemia,Upregulated,28282919,unknown
human,chr15:55640530–55640923,hsa-PIGB_0011,circPIGB(I009).1,unknown,unknown,Acute ischemic stroke,Upregulated,31502677,unknown
human,hsa_circ_0035432,hsa-CGNL1_0006,"circCGNL1(S6,7,8).1",+,CGNL1,Pancreatic cancer,Downregulated,31605569,unknown
human,hsa_circ_0035431,hsa-CGNL1_0005,"circCGNL1(L3,4).1",+,CGNL1,Gastric cancer,Downregulated,28831002,miR-130a-3p
human,hsa_circ_0035445,hsa-ALDH1A2_0004,"circALDH1A2(2,3S,4).1",-,ALDH1A2,Colorectal cancer,Downregulated,31700498,unknown
human,hsa_circ_0035445,hsa-ALDH1A2_0004,"circALDH1A2(2,3S,4).1",-,ALDH1A2,Gastric cancer,Upregulated,28544609,miR-497
human,hsa_circ_0001982,hsa-RNF111_0001,circRNF111(2).1,+,RNF111,Breast cancer,Upregulated,28933584,miR-140-5p
human,hsa_circ_0035483,unknown,unknown,+,CCNB2,Prostate cancer,Upregulated,32716640,unknown
human,hsa_circ_0035483,unknown,unknown,+,CCNB2,Clear cell renal cell carcinoma,Upregulated,31492499,unknown
human,circRNA2918,hsa-ANXA2_0002,circANXA2(L3).2,-,ANXA2,Esophageal cancer,Upregulated,29218114,unknown
human,hsa_circ_0005402/hsa_circ_0000518/hsa_circ_000167,hsa-ANXA2_0002,circANXA2(L3).2,-,ANXA2,Multiple sclerosis,Downregulated,28651352,unknown
human,hsa_circ_0035560/hsa_circ_0005402/hsa_circRNA_101539/hsa_circRNA_101541,hsa-ANXA2_0003,"circANXA2(3,4,5).1",-,ANXA2,Multiple sclerosis,Downregulated,28651352,unknown
human,hsa_circ_0035563,unknown,unknown,-,ANXA2,Parathyroid carcinoma,Upregulated,31213128,unknown
human,hsa_circ_0002495,hsa-RORA_0024,circRORA(I010).8,-,RORA,Bladder cancer,Upregulated,29558461,unknown
human,hsa_circ_0002138,hsa-USP3_0001,"circUSP3(2,3,4,5,6,7,8).1",+,USP3,Colorectal cancer,Downregulated,25624062,unknown
human,hsa_circ_0104204,hsa-CSNK1G1_0004,"circCSNK1G1(8,L9).1",-,CSNK1G1,Acute myeloid leukemia,Upregulated,30395908,unknown
human,hsa_circ_0001955,hsa-CTD-2116N17_0001,"circCSNK1G1(5,6,7,8,9,10).1",-,CSNK1G1,Colorectal cancer,Upregulated,31300733,unknown
human,hsa_circ_0001955,hsa-CTD-2116N17_0001,"circCSNK1G1(5,6,7,8,9,10).1",-,CSNK1G1,Cutaneous squamous cell carcinoma,Upregulated,27298156,unknown
human,hsa_circ_0001955,hsa-CTD-2116N17_0001,"circCSNK1G1(5,6,7,8,9,10).1",-,CSNK1G1,Hepatocellular carcinoma,Upregulated,33230448,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,Colorectal cancer,Downregulated,31401644,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,Coronary artery disease,Downregulated,27903978,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,Diabetes retinopathy,Upregulated,27903978,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,unknown,ZNF609,Duchenne muscular dystrophy,Upregulated,28344082,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,Gastric cancer,Upregulated,31773689,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,unknown,ZNF609,Glioblastoma,Upregulated,31721211,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,Heart failure,unknown,27903978/29288268,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,unknown,ZNF609,Hepatocellular carcinoma,Upregulated&nbsp;,32801783,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,Hirschsprung disease,Downregulated,27903978,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,Hypertension,Downregulated,27903978,"miR-28-5p,miR-326,miR-330-5p,miR-361-5p,miR-421,miR-422a,miR-490-3p,miR-491-5p"
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,Lung cancer,Upregulated,33459380,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,Lupus nephritis,Upregulated,29499937,"hsa-miR-6807-3p,hsa-miR-5095,hsa-miR-1273g-3p,hsa-miR-5096,hsa-miR-619-5p"
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,Myocardial infarction,Downregulated,27903978,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,Nasopharyngeal cancer,Upregulated,32453598,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,Non-small cell lung cancer,Upregulated,33574702,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,Prostate cancer,Upregulated,32943916,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,Renal cell carcinoma,Upregulated,30478938,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,unknown,ZNF609,Rhabdomyosarcoma,Upregulated,30670781,unknown
human,hsa_circ_0000615,hsa-ZNF609_0001,circZNF609(2).1,+,ZNF609,vascular endothelial dysfunction,Upregulated,28824721,unknown
human,hsa_circ_0035944,hsa-DENND4A_0056,"circDENND4A(6,7,8,11).1",-,DENND4A,Hepatocellular carcinoma,Downregulated,32226514,unknown
human,hsa_circ_0000620,hsa-AAGAB_0001,"circAAGAB(2,3,4,5).1",-,AAGAB,Gastric cancer,Upregulated,31189743,unknown
human,hsa_circ_0104345,hsa-IQCH_0026,"circIQCH(6,7,8,10).1",+,IQCH,Breast cancer,Upregulated,32756009,unknown
human,circ_MYO9B,unknown,unknown,unknown,MYO9B,Temporal Lobe Epilepsy,unknown,29428937,"Col1a2,Col3a1,α-SMA,miR-26b-5p,CTGF"
human,hsa_circRNA_36159,unknown,unknown,unknown,unknown,Breast cancer,unknown,26472973,unknown
human,hsa_circ_001066/hsa_circRNA_001066,hsa-ARIH1_0031,"circARIH1(L3,4,5).1",+,ARIH1,Gastric cancer,Downregulated,28184940,unknown
human,hsa_circ_0000629,hsa-ARIH1_0006,"circARIH1(2,3,4,5,6).1",+,ARIH1,Bladder cancer,Upregulated,33790645,unknown
human,circCD276,hsa-CD276_0005,circCD276(L5).1,unknown,CD276,Prostate cancer,Downregulated,30416748,unknown
human,hsa_circ_0104541,hsa-CLK3_0007,circ(chr15).66,+,CLK3,Tongue squamous cell carcinoma,Upregulated,33655541,unknown
human,hsa_circ_0036287,hsa-CLK3_0001,"circCLK3(2,L3).1",+,CLK3,Gastric cancer,Downregulated,32052496,unknown
human,hsa_circ_0000638,hsa-ETFA_0001,"circETFA(2,3,4,5,6,7,8,9).1",unknown,unknown,Inflammation,Downregulated,32199215,unknown
human,circETFA,hsa-ETFA_0001,"circETFA(2,3,4,5,6,7,8,9).1",-,ETFA,Breast cancer,Downregulated,29221160,unknown
human,hsa_circ_10388,hsa-ETFA_0001,"circETFA(2,3,4,5,6,7,8,9).1",-,ETFA,Glioblastoma,Unclear,26873924,unknown
human,hsa_circ_0036474,unknown,unknown,-,CHRNA3,Preeclampsia,Upregulated,29643944,unknown
human,hsa_circ_0104670,hsa-ARNT2_0049,circARNT2(5L).1,+,ARNT2,Hepatocellular carcinoma,Upregulated,33425483,unknown
human,hsa_circ_0004585,hsa-CEMIP_0003,"circCEMIP(3,4L).1",+,KIAA1199,Colorectal cancer,Upregulated,31354349,unknown
human,hsa_circ_0003893,hsa-CEMIP_0001,"circCEMIP(24,25).1",+,CEMIP,Gastric cancer,Upregulated,31182928,unknown
human,hsa_circ_0000646,hsa-RP11-382A20_0001,"circHDGFL3(2,3,4,5).1",-,HDGFRP3,Breast cancer,Upregulated,30810051,unknown
human,hsa_circ_0104852,hsa-RHCG_0002,circRHCG(9L).1,-,RHCG,Breast cancer,Upregulated,30785332,unknown
human,hsa_circ_0036722,hsa-RHCG_0004,"circRHCG(2,L3).1",-,RHCG,Hypopharyngeal carcinoma,Downregulated,28514762,"miR-1250-5p, miR-1254, miR-1301-3p, miR-145-5p, miR-185-3p, miR-3127-5p, miR-3186-3p, miR-323b-5p, miR-3675-5p, miR-4435, miR-4474-3p, miR-4715-3p, miR-4726-5p, miR-5088-3p, miR-6089, miR-671-5p, miR-6757-5p, miR-6762-5p, miR-6767-5p, miR-6799-3p, miR-6836-5p, miR-6880-5p, miR-6895-5p, miR-8077"
human,hsa_circ_0036722,hsa-RHCG_0004,"circRHCG(2,L3).1",-,RHCG,Laryngeal cancer,Downregulated,32606783,unknown
human,hsa_circ_0036763,hsa-SEMA4B_0003,"circSEMA4B(2,3,4).1",+,SEMA4B,Intervertebral disc degeneration,Downregulated,27542248,unknown
human,hsa_circ_0000650,hsa-SEMA4B_0001,"circSEMA4B(2,3,4,5,6,7).1",+,SEMA4B,Chronic hepatitis B,Downregulated,29888838,miR-6873-3p
human,hsa_circ_0000651,hsa-IQGAP1_0009,"circIQGAP1(6,7,8,9).1",+,IQGAP1,Multiple myeloma,Downregulated,31948430,unknown
human,hsa_circ_0104873,hsa-IQGAP1_0018,"circIQGAP1(12,13,14,15).1",+,IQGAP1,Osteoarthritis,Downregulated,33675175,unknown
human,hsa_circ_0036877,unknown,unknown,+,FURIN,Preeclampsia,unknown,29643944,unknown
human,hsa_circ_0036878,unknown,unknown,+,FURIN,Preeclampsia,Downregulated,29643944,unknown
human,hsa_circ_0005529,hsa-VPS33B_0004,"circVPS33B(21,22).1",-,VPS33B,Gastric cancer,Upregulated,28737829,unknown
human,hsa_circ_0000654,hsa-RP11-437B10_0002,"circCHD2(6,7).1",+,CHD2,Esophageal cancer,Upregulated,31778020,unknown
human,hsa_circ_0000657,hsa-MCTP2_0020,circMCTP2(2).1,+,MCTP2,Gastric cancer,Downregulated,33198772,unknown
human,hsa_circ_0000658,unknown,unknown,+,MCTP2,Osteosarcoma,Downregulated,33264494,unknown
human,hsa_circRNA_659,hsa-MCTP2_0012,"circMCTP2(9,10,11,12).1",+,MCTP2,Breast cancer,unknown,26472973,unknown
human,chr15:95864225-95894541,unknown,unknown,+,ANO6,Intestinal injury and repair,unknown,unknown,unknown
human,hsa_circ_0005035,hsa-IGF1R_0001,circIGF1R(2).1,+,IGF1R,Age-related cataract,Downregulated,29959922,unknown
human,hsa_circ_0005035,hsa-IGF1R_0001,circIGF1R(2).1,+,IGF1R,Lung cancer,Downregulated,32107851,unknown
human,hsa_circ_0007701,hsa-LMF1_0004,circLMF1(2).1,-,LMF1,Colorectal cancer,Downregulated,30591054,unknown
human,hsa_circ_009024/hsa_circ_0009128,hsa-TXNDC11_0001,"circTXNDC11(2,3,4,5).1",-,TXNDC11,Active pulmonary tuberculosis,unknown,28846924,unknown
human,hsa_circ_0009128,hsa-TXNDC11_0001,"circTXNDC11(2,3,4,5).1",-,TXNDC11,Lung cancer,Upregulated,30787976,unknown
human,hsa_circ_0005394,hsa-ZC3H7A_0001,"circZC3H7A(2,3,4,7,8,9).1",-,ZC3H7A,Hepatocellular carcinoma,Upregulated,30795787,unknown
human,hsa_circ_0000673,hsa-RSL1D1_0001,"circRSL1D1(4,RI,5).1",-,RSL1D1,Cholangiocarcinoma,Upregulated,33221765,unknown
human,hsa_circ_0000673,hsa-RSL1D1_0001,"circRSL1D1(4,RI,5).1",-,RSL1D1,Hepatocellular carcinoma,Upregulated,29627570,unknown
human,hsa_circ_0000673,hsa-RSL1D1_0001,"circRSL1D1(4,RI,5).1",-,RSL1D1,Ovarian endometriosis,Downregulated,29334789,unknown
human,hsa_circ_0105015,hsa-GSPT1_0025,"circGSPT1(2,3,4,8,9,10).1",-,GSPT1,Essential hypertension,Upregulated&nbsp;,33236350,unknown
human,hsa_circ_0037909,hsa-GSPT1_0019,circGSPT1(6L).1,-,GSPT1,Essential hypertension,Upregulated,30861600,unknown
human,hsa_circ_0002161,hsa-GSPT1_0020,"circGSPT1(L4,5).2",-,GSPT1,Essential hypertension,Upregulated,29526758,unknown
human,hsa_circ_0037911,hsa-GSPT1_0001,"circGSPT1(2,3,4,5).1",-,GSPT1,Essential hypertension,Upregulated,29526758,"hsa-miR-637, hsa-miR-2115-5p, hsa-miR-6881-3p"
human,hsa_circ_0037923,unknown,unknown,+,SNX29,Renal cell carcinoma,Downregulated,31497210,unknown
human,hsa_circ_0037128,hsa-NPRL3_0015,"circNPRL3(L8,11).1",-,NPRL3,Diabetic nephropathy,Upregulated,32860899,unknown
human,hsa_circ_0009065,hsa-BFAR_0003,circBFAR(2).1,-,BFAR,Pancreatic cancer,Upregulated,32375768,unknown
human,hsa_circ_0003420,unknown,unknown,+,ABCC1,Sepsis-induced liver damage,Upregulated,33719821,unknown
human,hsa_circ_0000677/hsa_circ_001569/circABCC,hsa-ABCC1_0076,circABCC1(2L).1,+,ABCC1,Breast cancer,Upregulated,31104012,unknown
human,hsa_circ_0000677/hsa_circ_001569/circABCC,hsa-ABCC1_0076,circABCC1(2L).1,+,ABCC1,Colorectal cancer,Upregulated,27058418,unknown
human,hsa_circ_0000677/hsa_circ_001569/circABCC,hsa-ABCC1_0076,circABCC1(2L).1,+,ABCC1,Gastric cancer,Upregulated,30304349,unknown
human,hsa_circ_0000677/hsa_circ_001569/circABCC,hsa-ABCC1_0076,circABCC1(2L).1,+,ABCC1,Hepatocellular carcinoma,Upregulated,30086881,unknown
human,hsa_circ_0000677/hsa_circ_001569/circABCC,hsa-ABCC1_0076,circABCC1(2L).1,+,ABCC1,Osteosarcoma,Downregulated,29805712,unknown
human,hsa_circ_0002078,hsa-ABCC1_0017,"circABCC1(6,7).1",+,ABCC1,Moyamoya disease,Upregulated,28991692,unknown
human,hsa_circ_0038262,unknown,unknown,-,SMG1,Colon cancer,Upregulated,30520100,unknown
human,hsa_circ_0003645,hsa-C16orf62_0004,"circVPS35L(23,24,25,26).1",+,C16orf62,Atherosclerosis,Upregulated,32554046,unknown
human,hsa_circ_0003645,hsa-C16orf62_0004,"circVPS35L(23,24,25,26).1",+,C16orf62,Breast cancer,Upregulated&nbsp;,33116616,unknown
human,hsa_circ_0003645,hsa-C16orf62_0004,"circVPS35L(23,24,25,26).1",+,C16orf62,Hepatocellular carcinoma,Upregulated,32108372,unknown
human,hsa_circ_0003645,hsa-C16orf62_0004,"circVPS35L(23,24,25,26).1",+,unknown,Non-small cell lung cancer,Upregulated,30853176,unknown
human,hsa_circ_0038374,hsa-IQCK_0007,"circIQCK(2,3).1",+,IQCK,Multiple system atrophy,Upregulated,27470294,unknown
human,hsa_circ_0038467,unknown,unknown,+,UQCRC2,Pneumonia,Upregulated,32181994,unknown
human,hsa_circ_0037515,hsa-ABCA3_0010,"circABCA3(9,10).1",-,ABCA3,Non-small cell lung cancer,Downregulated,32051745,unknown
human,hsa_circ_0038632,unknown,unknown,+,PLK1,Triple negative breast cancer,Upregulated,31337246,unknown
human,hsa_circ_0037516,hsa-ABCA3_0001,circABCA3(8).1,-,ABCA3,Non-small cell lung cancer,Downregulated,32051745,unknown
human,hsa_circ_0038646,hsa-PRKCB_0031,"circPRKCB(3,10).1",+,PRKCB,Colorectal cancer,Downregulated,32565953,unknown
human,hsa_circ_0000681/hsa_circ_001387,hsa-PRKCB_0013,"circPRKCB(3,4,L5).1",+,PRKCB,Pulmonary tuberculosis,Upregulated,29248507,"E-cadherin,N-cadherin,Vimentin and Slug"
human,hsa_circ_0038648,hsa-PRKCB_0009,"circPRKCB(4,5,6,7).1",+,PRKCB,Essential hypertension,Upregulated,32392180,unknown
human,hsa_circ_0006847,hsa-ASPHD1_0001,"circASPHD1(2,3S).1",+,ASPHD1,Glioblastoma,Downregulated,29967262,unknown
human,hsa_circ_0105346,hsa-ASPHD1_0002,circASPHD1(3L).1,+,ASPHD1,Colorectal cancer,Upregulated,30591054,unknown
human,hsa_circ_0105346,hsa-ASPHD1_0002,circASPHD1(3L).1,+,ASPHD1,Osteosarcoma,Upregulated,33505171,unknown
human,hsa_circ_0000690,hsa-ITGAL_0002,"circITGAL(8,9).1",+,ITGAL,Lung cancer,Upregulated,31646690,unknown
human,hsa_circ_0039053,hsa-ITGAL_0004,"circITGAL(16,17).1",+,ITGAL,Hepatocellular carcinoma,Upregulated&nbsp;,33123285,unknown
